unique.bird,bird.id,date,month,day,month.day.hour,season,walk,start.time,end.time,lat,lon,order,family,species,migratory.class,trophic.guild,behavior,broad.behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat.height,photo.id,hour,time,distance,transect,transect.start.lat,transect.start.lon,transect.end.lat,transect.end.lon,notes
317fruit,317,8/24/2019,8,24,8.24.7,summer,46,7:00,9:00,34.77092,-115.66204,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,75,no photo,7,8:33,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
318flower,318,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78061,-115.6628,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,79.89,8,8:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
319flower,319,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78045,-115.66286,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Singing,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,8,8:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
320flower,320,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78104,-115.66248,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Flying,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,8,9:05,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
320fruit,320,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,male
321flower,321,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78104,-115.66243,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,8,9:11,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
321fruit,321,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
322flower,322,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78104,-115.66243,Columbiformes,Columbidae,Mourning Dove,resident,granivore,Calling,Territorial/mating,air,non-vegetative,other,air,na,no photo,8,9:11,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
322fruit,322,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
323fruit,323,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
324fruit,324,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
325fruit,325,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
326fruit,326,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
327fruit,327,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
328fruit,328,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
329fruit,329,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
32flower,32,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.77952,-115.66265,Unknown,Unknown,Unknown,unknown,Unknown,Flying between plants,Active movement,cactus understory,vegetative,cactus,cactus,na,67.71,10,12:05,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
330fruit,330,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
331fruit,331,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
332fruit,332,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
333fruit,333,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
334flower,334,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78173,-115.66247,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,8,9:24,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
334fruit,334,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
335flower,335,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78175,-115.66249,Passeriformes,Mimidae,Northern Mockingbird,resident,omnivore,Carrying nest materials,Territorial/mating,rock,non-vegetative,other,land,na,93.95,8,9:28,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
335fruit,335,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
336flower,336,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78173,-115.66251,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Singing,Territorial/mating,rock,non-vegetative,other,land,na,no photo,8,9:36,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
336fruit,336,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
337flower,337,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78209,-115.66203,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,9:50,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
337fruit,337,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
338flower,338,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78166,-115.66257,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Carrying nest materials,Territorial/mating,rock,non-vegetative,other,land,na,no photo,8,9:52,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
338fruit,338,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
339flower,339,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78209,-115.66263,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,8,9:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
339fruit,339,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
33flower,33,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.77952,-115.66265,Unknown,Unknown,Unknown,unknown,Unknown,Flying between plants,Active movement,cactus understory,vegetative,cactus,cactus,na,67.71,10,12:05,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
33fruit,33,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.78155,-115.66338,Passeriformes,Remezidae,Verdin,resident,insectivore,Flying between plants,Active movement,shrub,vegetative,shrub,shrub,50,228-230,9,9:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
340flower,340,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78204,-115.66219,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,shrub,vegetative,shrub,shrub,na,no photo,8,9:56,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
340fruit,340,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Foraging,Feeding,gravel,non-vegetative,other,land,na,341-409,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
341flower,341,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78204,-115.66219,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying,Active movement,cactus canopy,vegetative,cactus,cactus,na,no photo,8,9:56,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
341fruit,341,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78238,-115.66357,Galliformes,Odontiphoridae,Gambel's Quail,resident,herbivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,50,no photo,17,17:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
342fruit,342,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78249,-115.66357,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,25,no photo,17,18:01,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
343flower,343,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78242,-115.66232,Apodiformes,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Standing on plant,Inactivity,cactus canopy,vegetative,cactus,cactus,na,97.109,8,10:06,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
344flower,344,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,110.133,8,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
345flower,345,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,110.133,8,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
346flower,346,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,110.133,8,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
347flower,347,5/3/2019,5,3,5.3.8,spring,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,110.133,8,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
347fruit,347,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78168,-115.66353,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,50,no photo,17,18:52,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
348flower,348,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78301,-115.66323,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Carrying nest materials,Territorial/mating,rock,non-vegetative,other,land,na,1,16,16:33,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
349flower,349,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78275,-115.66317,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,16,16:34,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
349fruit,349,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78083,-115.66483,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,100,410-414,17,19:04,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
34fruit,34,8/15/2019,8,15,8.15.9,summer,28,9:00,11:00,34.7815,-115.66333,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,75,no photo,9,9:55,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
350flower,350,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78275,-115.66317,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,16,16:34,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
350fruit,350,8/24/2019,8,24,8.24.17,summer,47,17:00,19:00,34.78083,-115.66483,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,100,410-414,17,19:04,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
351flower,351,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78269,-115.66326,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,16,16:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
352flower,352,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78269,-115.66326,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,cactus canopy,vegetative,cactus,cactus,na,no photo,16,16:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
353flower,353,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78294,-115.66331,Passeriformes,Troglodytidae,Rock Wren,resident,insectivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,no photo,16,16:35,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
355flower,355,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78295,-115.6633,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,20-Feb,16,16:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
356flower,356,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78295,-115.6633,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,20-Feb,16,16:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
357flower,357,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78295,-115.6633,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Standing on ground,Inactivity,rock,non-vegetative,other,land,na,20-Feb,16,16:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
358flower,358,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78284,-115.66321,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Copulating,Territorial/mating,shrub,vegetative,shrub,shrub,na,21.29,16,16:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
359flower,359,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78284,-115.66321,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Copulating,Territorial/mating,shrub,vegetative,shrub,shrub,na,21.29,16,16:50,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
35flower,35,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.7785,-115.66306,Passeriformes,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,72.84,10,12:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
360flower,360,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34,-115,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,resident,insectivore,Singing,Territorial/mating,shrub,vegetative,shrub,shrub,na,30.34,16,17:15,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
361flower,361,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78176,-115.6635,Apodiformes,Trochilidae,Anna's Hummingbird,summer resident,nectarivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,16,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
362flower,362,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78169,-115.66354,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,no photo,16,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
363flower,363,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78173,-115.66363,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Copulating,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,16,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
364flower,364,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78173,-115.66363,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Copulating,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,16,17:20,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
365flower,365,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78123,-115.6636,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,16,17:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
366flower,366,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.78116,-115.6635,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Calling,Territorial/mating,shrub,vegetative,shrub,shrub,na,34.37,16,17:29,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
36flower,36,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.77835,-115.66309,Passeriformes,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,72.84,10,12:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
370flower,370,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.7797,-115.66377,Passeriformes,Parulidae,Wilson's Warbler,migrant,insectivore,Flying on plant,Active movement,shrub,vegetative,shrub,shrub,na,38.43,16,17:45,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
371flower,371,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.77952,-115.66408,Passeriformes,Passerellidae,Black.throated Sparrow,resident,granivore,Standing on ground,Inactivity,grass,vegetative,other,land,na,no photo,16,17:49,1,2,34.78303,-115.66309,34.77863,-115.66402,no notes
373flower,373,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.77872,-115.66373,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Copulating,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,16,17:57,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
374flower,374,5/3/2019,5,3,5.3.16,spring,10,16:30,18:30,34.77872,-115.66373,Passeriformes,Tyrannidae,Ash.throated Flycatcher,summer resident,insectivore,Copulating,Territorial/mating,shrub,vegetative,shrub,shrub,na,no photo,16,17:57,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
379flower,379,5/4/2019,5,4,5.4.6,spring,11,6:15,8:15,34.78249,-115.66252,Passeriformes,Ptiliogonatidae,Phainopepla,resident,frugivore,Flying,Active movement,air,non-vegetative,other,air,na,no photo,6,6:25,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
37flower,37,5/1/2019,5,1,5.1.10,spring,1,10:27,12:27,34.77834,-115.66309,Passeriformes,Cardinalidae,Black.headed Grosbeak,summer resident,omnivore,Standing on plant,Inactivity,shrub,vegetative,shrub,shrub,na,72.84,10,12:14,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
