,X,Hour.of.Day.Ending.at.LST,Hour,Total.Solar.Rad..ly,X.Wind.Ave.mph,X.Wind.V.Dir.Deg,X.Wind.Max.mph,Air.Temperature.Mean.Deg.F,Soil.Temperature.Mean.Deg.F,Relative.Humidity.Mean.Perent,X.Dew.Point.Deg.F,X.Wet.Bulb.Deg.F,X.Baro.Press.in.Hg,X.Total.Preip.inhes,day,month,year,month.day.hour
873,136,9:00 AM,9,60,4,183,10.2,62.9,68.1,35,35,48,25.67,0,7,5,19,5.7.9
874,146,10:00 AM,10,72.7,4,216,12.2,64.6,67.9,32,34,48,25.67,0,7,5,19,5.7.10
875,156,11:00 AM,11,80.5,3.9,193,12.5,66.1,68,30,34,49,25.67,0,7,5,19,5.7.11
876,166,12:00 PM,12,83.5,5.9,207,14.4,67.5,68.7,29,34,49,25.67,0,7,5,19,5.7.12
877,176,1:00 PM,13,81.4,5.4,161,16.4,69.9,70,24,31,50,25.65,0,7,5,19,5.7.13
878,186,2:00 PM,14,75.8,8.2,279,19.7,71.1,71.6,23,32,50,25.65,0,7,5,19,5.7.14
879,196,3:00 PM,15,65.4,8.1,270,24,72.2,73.4,22,31,51,25.63,0,7,5,19,5.7.15
880,206,4:00 PM,16,49,9.1,275,21.4,72.6,75.1,20,30,50,25.61,0,7,5,19,5.7.16
881,216,5:00 PM,17,26.7,5.7,229,14.7,71.2,76.4,24,32,50,25.61,0,7,5,19,5.7.17
882,226,6:00 PM,18,6.9,3.4,227,10.9,69,77.3,25,32,49,25.61,0,7,5,19,5.7.18
883,236,7:00 PM,19,0.6,2.6,232,10.1,66.8,77.7,26,31,48,25.62,0,7,5,19,5.7.19
884,246,8:00 PM,20,0,3.7,289,10.6,63.4,77.6,33,34,48,25.62,0,7,5,19,5.7.20
885,256,9:00 PM,21,0,6,349,17.9,61.8,77.1,39,37,48,25.62,0,7,5,19,5.7.21
886,266,10:00 PM,22,0,16.1,311,28.2,59.5,76.5,47,40,48,25.62,0,7,5,19,5.7.22
887,276,11:00 PM,23,0,7.5,293,16.6,60,75.9,44,38,48,25.61,0,7,5,19,5.7.23
888,286,12:00 AM,0,0,8.7,287,33.8,58.9,75.2,46,38,48,25.63,0,7,5,19,5.7.0
889,57,1:00 AM,1,0,12.2,299,34.2,56,74.5,59,42,48,25.62,0,8,5,19,5.8.1
890,67,2:00 AM,2,0,4.5,289,8.7,59.7,73.8,45,38,48,25.61,0,8,5,19,5.8.2
891,77,3:00 AM,3,0,3,264,10.4,56.8,73.2,52,39,47,25.61,0,8,5,19,5.8.3
892,87,4:00 AM,4,0,3,238,9.5,56.1,72.5,53,39,47,25.61,0,8,5,19,5.8.4
893,97,5:00 AM,5,0.2,2.3,285,5.3,53.4,71.9,59,39,46,25.61,0,8,5,19,5.8.5
894,107,6:00 AM,6,6.8,1.9,281,4.2,56.1,71.2,54,40,47,25.62,0,8,5,19,5.8.6
895,117,7:00 AM,7,25.4,3.9,306,10.2,63,70.5,41,39,50,25.63,0,8,5,19,5.8.7
896,127,8:00 AM,8,43.7,4.3,287,16.4,65.9,69.9,36,38,50,25.64,0,8,5,19,5.8.8
897,137,9:00 AM,9,60,7.3,296,16.9,67.1,69.6,33,37,51,25.64,0,8,5,19,5.8.9
898,147,10:00 AM,10,72.8,7.1,280,21.8,68.3,69.5,32,37,51,25.64,0,8,5,19,5.8.10
899,157,11:00 AM,11,81.2,6.4,287,18.1,70.5,69.5,29,36,52,25.64,0,8,5,19,5.8.11
900,167,12:00 PM,12,85,9.1,271,25.9,71.8,70.2,21,29,50,25.62,0,8,5,19,5.8.12
901,177,1:00 PM,13,82.2,8.9,273,25.6,72.3,71.4,21,30,50,25.6,0,8,5,19,5.8.13
902,187,2:00 PM,14,76.3,8.2,279,21.2,73.5,73,19,29,50,25.59,0,8,5,19,5.8.14
903,197,3:00 PM,15,65,7.3,296,21.3,73.3,74.7,18,28,50,25.57,0,8,5,19,5.8.15
904,207,4:00 PM,16,50.3,6.2,247,26.5,73.8,76.2,15,23,49,25.56,0,8,5,19,5.8.16
905,217,5:00 PM,17,32.6,5.6,283,26.8,74,77.5,14,23,49,25.55,0,8,5,19,5.8.17
906,227,6:00 PM,18,9.9,4.6,286,20.3,72.1,78.4,16,23,48,25.54,0,8,5,19,5.8.18
907,237,7:00 PM,19,0.9,4.8,226,16,69.5,78.8,19,26,48,25.54,0,8,5,19,5.8.19
908,247,8:00 PM,20,0,3.7,65,10,66.6,78.7,31,35,50,25.55,0,8,5,19,5.8.20
909,257,9:00 PM,21,0,5.6,59,10.3,66.4,78.2,31,35,49,25.56,0,8,5,19,5.8.21
910,267,10:00 PM,22,0,4.1,32,9.3,65.8,77.7,31,35,49,25.56,0,8,5,19,5.8.22
911,277,11:00 PM,23,0,1.2,256,5.4,62.8,77,34,34,48,25.56,0,8,5,19,5.8.23
912,287,12:00 AM,0,0,1.5,281,3.9,60.7,76.3,37,34,47,25.56,0,8,5,19,5.8.0
913,58,1:00 AM,1,0,1.9,307,4.7,58.1,75.6,42,35,46,25.55,0,9,5,19,5.9.1
914,68,2:00 AM,2,0,2.6,282,5.6,59.1,74.9,39,34,46,25.54,0,9,5,19,5.9.2
915,78,3:00 AM,3,0,3.9,277,5.7,59.1,74.2,39,34,46,25.53,0,9,5,19,5.9.3
916,88,4:00 AM,4,0,2.5,281,3.9,56,73.5,45,35,45,25.52,0,9,5,19,5.9.4
917,98,5:00 AM,5,0.3,2.7,286,5.3,55.4,72.8,48,36,45,25.51,0,9,5,19,5.9.5
918,108,6:00 AM,6,5.1,1.8,207,4.7,59.1,72.1,42,36,47,25.52,0,9,5,19,5.9.6
919,118,7:00 AM,7,14.7,9.2,111,20.5,61.9,71.5,38,36,48,25.54,0,9,5,19,5.9.7
920,128,8:00 AM,8,26.9,11.9,117,23.2,61.8,71,40,37,48,25.54,0,9,5,19,5.9.8
921,138,9:00 AM,9,43.5,16.3,114,30.6,62.6,70.7,42,39,49,25.55,0,9,5,19,5.9.9
922,148,10:00 AM,10,55,18.5,105,29.6,64.1,70.5,39,38,50,25.55,0,9,5,19,5.9.10
923,158,11:00 AM,11,75,15.2,104,26.7,65.5,70.7,36,38,50,25.55,0,9,5,19,5.9.11
924,168,12:00 PM,12,83,13,106,23.3,67.1,71.1,35,38,51,25.54,0,9,5,19,5.9.12
925,178,1:00 PM,13,66.5,11.1,102,23.8,67.4,72,34,38,51,25.52,0,9,5,19,5.9.13
926,188,2:00 PM,14,59.6,12.9,102,28.4,67.8,73.3,34,38,51,25.5,0,9,5,19,5.9.14
927,198,3:00 PM,15,57.9,12,117,23.8,69.4,74.6,30,37,51,25.48,0,9,5,19,5.9.15
928,208,4:00 PM,16,46.3,10.4,116,21,70,75.7,30,37,52,25.45,0,9,5,19,5.9.16
929,218,5:00 PM,17,32.7,10.7,122,20.1,70,76.7,30,37,52,25.44,0,9,5,19,5.9.17
930,228,6:00 PM,18,7.9,10.8,122,18,68,77.4,32,37,51,25.43,0,9,5,19,5.9.18
931,238,7:00 PM,19,0.4,9,123,19.9,64.6,77.8,44,41,51,25.43,0.01,9,5,19,5.9.19
932,248,8:00 PM,20,0,7.3,75,23.2,59.8,77.9,61,46,52,25.45,0.14,9,5,19,5.9.20
933,258,9:00 PM,21,0,6.1,95,12.9,58.8,77.4,65,47,52,25.46,0,9,5,19,5.9.21
934,268,10:00 PM,22,0,5.1,48,22.2,59,76.7,62,46,51,25.48,0,9,5,19,5.9.22
935,278,11:00 PM,23,0,5.2,278,17.8,56.8,75.9,69,47,51,25.48,0,9,5,19,5.9.23
936,288,12:00 AM,0,0,2.5,14,5.6,55.5,75.1,72,47,50,25.47,0,9,5,19,5.9.0
937,59,1:00 AM,1,0,2.1,312,6.4,54.7,74.3,75,47,50,25.46,0,10,5,19,5.10.1
938,69,2:00 AM,2,0,3.6,16,9.9,54.7,73.5,74,47,50,25.45,0,10,5,19,5.10.2
939,79,3:00 AM,3,0,4.5,43,13.3,54.9,72.7,70,45,49,25.45,0,10,5,19,5.10.3
940,89,4:00 AM,4,0,4.6,67,12.8,54.4,71.9,72,46,49,25.46,0,10,5,19,5.10.4
941,99,5:00 AM,5,0.1,3.6,77,10.4,53.5,71.2,74,46,49,25.47,0,10,5,19,5.10.5
942,109,6:00 AM,6,2.2,5.6,110,9.6,53,70.6,77,46,49,25.49,0,10,5,19,5.10.6
943,119,7:00 AM,7,21.1,7.1,122,18.2,54.2,70,75,46,50,25.5,0,10,5,19,5.10.7
944,129,8:00 AM,8,23.8,11.9,108,21.9,54.8,69.5,71,46,49,25.51,0,10,5,19,5.10.8
945,139,9:00 AM,9,27.7,12,101,20.5,56,69.2,67,45,50,25.53,0,10,5,19,5.10.9
946,149,10:00 AM,10,15.5,12.7,103,20.4,56.4,69,62,44,49,25.54,0,10,5,19,5.10.10
947,159,11:00 AM,11,11.5,11.7,110,21.1,56.7,69,60,43,49,25.55,0,10,5,19,5.10.11
948,169,12:00 PM,12,9.9,9.2,107,15.6,58,68.8,52,41,48,25.55,0,10,5,19,5.10.12
949,179,1:00 PM,13,35.1,6.4,112,14.8,60.2,68.7,52,42,50,25.55,0,10,5,19,5.10.13
950,189,2:00 PM,14,51.2,3.6,106,12.9,61.1,68.6,57,45,52,25.55,0,10,5,19,5.10.14
951,199,3:00 PM,15,68.9,4.5,118,12.9,63.7,68.7,48,44,52,25.54,0,10,5,19,5.10.15
952,209,4:00 PM,16,55.5,5.8,41,11.5,62.9,69.3,51,45,52,25.54,0,10,5,19,5.10.16
953,219,5:00 PM,17,14.3,4.2,32,10.3,60.7,70.4,54,44,51,25.55,0,10,5,19,5.10.17
954,229,6:00 PM,18,5.6,10.4,317,20.9,58.1,71.2,63,45,51,25.55,0,10,5,19,5.10.18
955,239,7:00 PM,19,0.9,13.3,316,22.4,56.2,71.5,71,47,51,25.56,0,10,5,19,5.10.19
956,249,8:00 PM,20,0,11.1,314,18.6,56.4,71.4,70,47,51,25.58,0,10,5,19,5.10.20
957,259,9:00 PM,21,0,7.9,307,13.5,57.2,71,66,46,51,25.59,0,10,5,19,5.10.21
958,269,10:00 PM,22,0,4.1,319,11.5,57.8,70.5,60,44,50,25.6,0,10,5,19,5.10.22
959,279,11:00 PM,23,0,5.4,22,14.1,57,69.9,60,43,49,25.61,0,10,5,19,5.10.23
960,289,12:00 AM,0,0,3.9,359,11.5,58.2,69.4,52,41,48,25.61,0,10,5,19,5.10.0
961,510,1:00 AM,1,0,2.5,35,16.7,58.5,68.9,51,40,48,25.61,0,11,5,19,5.11.1
962,610,2:00 AM,2,0,4,345,18.6,54.4,68.4,71,45,49,25.62,0,11,5,19,5.11.2
963,710,3:00 AM,3,0,7.2,308,14.7,56.4,67.9,59,42,48,25.61,0,11,5,19,5.11.3
964,810,4:00 AM,4,0,4.1,318,10.8,56.6,67.4,55,41,48,25.62,0,11,5,19,5.11.4
965,910,5:00 AM,5,0.3,2.7,26,8.3,56.9,67,54,40,48,25.62,0,11,5,19,5.11.5
966,1010,6:00 AM,6,4.8,3,42,9.4,57.8,66.5,53,41,48,25.63,0,11,5,19,5.11.6
967,1110,7:00 AM,7,21.2,3.9,64,16.4,60.1,65.9,51,42,50,25.65,0,11,5,19,5.11.7
968,1210,8:00 AM,8,35.4,10,117,19.8,60.8,65.6,50,42,50,25.66,0,11,5,19,5.11.8
969,1310,9:00 AM,9,51.1,11.6,115,22.7,62.5,65.4,49,43,51,25.67,0,11,5,19,5.11.9
970,1410,10:00 AM,10,76.3,9.1,110,21.3,64.9,65.3,46,43,52,25.67,0,11,5,19,5.11.10
971,1510,11:00 AM,11,66.5,7.9,124,18.1,65.2,65.6,46,44,53,25.67,0,11,5,19,5.11.11
972,1610,12:00 PM,12,53.1,9.5,122,17.8,65.2,66.5,45,43,52,25.66,0,11,5,19,5.11.12
973,1710,1:00 PM,13,19,8.2,114,18.6,64.3,67.8,45,43,52,25.65,0,11,5,19,5.11.13
974,1810,2:00 PM,14,24.4,10.2,330,20.7,61.8,68.9,58,47,53,25.64,0,11,5,19,5.11.14
975,1910,3:00 PM,15,60.3,10,310,19.5,64.2,69.6,51,46,53,25.63,0,11,5,19,5.11.15
976,2010,4:00 PM,16,20.2,11.7,305,28.1,62,70.1,54,45,52,25.62,0.01,11,5,19,5.11.16
977,2110,5:00 PM,17,16.1,10.1,311,19.8,62.4,70.6,48,42,51,25.62,0,11,5,19,5.11.17
978,2210,6:00 PM,18,6.1,13,306,24.2,60.8,70.9,52,43,51,25.62,0,11,5,19,5.11.18
979,2310,7:00 PM,19,0.5,11.3,308,19.2,60.8,70.9,45,39,49,25.63,0,11,5,19,5.11.19
980,2410,8:00 PM,20,0,4.7,300,11.4,60.9,70.7,40,37,48,25.63,0,11,5,19,5.11.20
981,2510,9:00 PM,21,0,4.7,310,9.6,59.6,70.3,45,38,48,25.64,0,11,5,19,5.11.21
982,2610,10:00 PM,22,0,6.3,316,10.1,59.8,69.8,44,38,48,25.65,0,11,5,19,5.11.22
983,2710,11:00 PM,23,0,8.5,315,13.3,61.4,69.2,40,37,48,25.64,0,11,5,19,5.11.23
984,2810,12:00 AM,0,0,9.6,316,13.7,61.7,68.7,40,37,48,25.64,0,11,5,19,5.11.0
985,511,1:00 AM,1,0,9.8,317,14.5,61.7,68.2,40,37,48,25.64,0,12,5,19,5.12.1
986,611,2:00 AM,2,0,11,314,15.5,61,67.7,41,37,48,25.63,0,12,5,19,5.12.2
987,711,3:00 AM,3,0,13,314,17.6,60.1,67.2,45,39,48,25.63,0,12,5,19,5.12.3
988,811,4:00 AM,4,0,13.3,314,18.6,59.9,66.8,47,40,49,25.64,0,12,5,19,5.12.4
989,911,5:00 AM,5,0.3,11.9,314,17.4,60.2,66.4,45,39,48,25.64,0,12,5,19,5.12.5
990,1011,6:00 AM,6,7.2,11.1,316,15.9,61.7,65.9,41,38,49,25.66,0,12,5,19,5.12.6
991,1111,7:00 AM,7,26.6,9.8,316,14.3,64.8,65.5,37,38,50,25.67,0,12,5,19,5.12.7
992,1211,8:00 AM,8,44.5,7.3,313,14.2,67.6,65.2,32,37,51,25.67,0,12,5,19,5.12.8
993,1311,9:00 AM,9,60.3,5.2,329,14.5,70.1,65.1,29,37,52,25.69,0,12,5,19,5.12.9
994,1411,10:00 AM,10,74.1,4.8,94,12.1,71.8,65.2,29,38,53,25.69,0,12,5,19,5.12.10
995,1511,11:00 AM,11,44.8,3.4,213,11.7,71.3,65.6,30,38,53,25.69,0,12,5,19,5.12.11
996,1611,12:00 PM,12,33.7,3.9,104,10.6,71.3,66.5,30,38,52,25.68,0,12,5,19,5.12.12
997,1711,1:00 PM,13,40.2,5,108,14.3,72.5,67.5,28,37,53,25.68,0,12,5,19,5.12.13
998,1811,2:00 PM,14,76.6,6.2,286,13.3,74.5,68.5,25,36,53,25.66,0,12,5,19,5.12.14
999,1911,3:00 PM,15,42.5,5.8,355,13.5,74.5,69.5,24,36,53,25.65,0,12,5,19,5.12.15
1000,2011,4:00 PM,16,27.9,3,111,10.2,74.1,70.8,24,35,52,25.64,0,12,5,19,5.12.16
1001,2111,5:00 PM,17,34,3.1,153,8.8,76.5,71.9,20,33,53,25.63,0,12,5,19,5.12.17
1002,2211,6:00 PM,18,13,2.6,295,7.9,75.2,72.7,20,31,52,25.63,0,12,5,19,5.12.18
1003,2311,7:00 PM,19,0.8,4.1,283,9,69.8,73.1,24,32,50,25.64,0,12,5,19,5.12.19
1004,2411,8:00 PM,20,0,4.2,313,6.9,64.7,73.2,30,33,48,25.65,0,12,5,19,5.12.20
1005,2511,9:00 PM,21,0,3.4,292,7.2,65.3,73,29,32,48,25.67,0,12,5,19,5.12.21
1006,2611,10:00 PM,22,0,4.7,277,6.6,63.4,72.6,31,32,47,25.68,0,12,5,19,5.12.22
1007,2711,11:00 PM,23,0,4.4,273,6.4,62.6,72,34,34,47,25.68,0,12,5,19,5.12.23
1008,2811,12:00 AM,0,0,3.8,282,5.6,60.8,71.5,36,34,47,25.67,0,12,5,19,5.12.0
1009,512,1:00 AM,1,0,3.9,287,7.4,62.5,70.9,34,34,47,25.67,0,13,5,19,5.13.1
1010,612,2:00 AM,2,0,5.2,284,8.8,63.5,70.3,34,35,48,25.66,0,13,5,19,5.13.2
1011,712,3:00 AM,3,0,7.9,321,15,65.6,69.6,32,35,49,25.67,0,13,5,19,5.13.3
1012,812,4:00 AM,4,0,7.2,308,13.4,66.4,69.1,31,35,50,25.67,0,13,5,19,5.13.4
1013,912,5:00 AM,5,0.3,4.3,262,8.9,63.9,68.6,34,35,48,25.68,0,13,5,19,5.13.5
1014,1012,6:00 AM,6,7.4,3.5,280,6.5,63.9,68.1,36,37,49,25.69,0,13,5,19,5.13.6
1015,1112,7:00 AM,7,26.9,1,268,4.5,73.3,67.6,25,35,52,25.71,0,13,5,19,5.13.7
1016,1212,8:00 AM,8,44.9,2.2,176,6.9,74.2,67.2,25,36,53,25.72,0,13,5,19,5.13.8
1017,1312,9:00 AM,9,60.9,3.5,120,10.2,74.8,67.1,25,37,53,25.73,0,13,5,19,5.13.9
1018,1412,10:00 AM,10,74.6,3.4,188,11.6,76.2,67.1,25,38,54,25.73,0,13,5,19,5.13.10
1019,1512,11:00 AM,11,85.1,4.8,170,15.2,77,67.5,24,38,55,25.73,0,13,5,19,5.13.11
1020,1612,12:00 PM,12,91.1,5.2,199,14,78.3,68.4,21,34,54,25.72,0,13,5,19,5.13.12
1021,1712,1:00 PM,13,90.5,5.5,192,17.3,79.4,69.9,16,30,53,25.71,0,13,5,19,5.13.13
1022,1812,2:00 PM,14,79.7,5.3,228,14.1,80,71.9,16,29,53,25.7,0,13,5,19,5.13.14
1023,1912,3:00 PM,15,68.8,4.8,208,15.4,80.2,74,15,28,53,25.69,0,13,5,19,5.13.15
1024,2012,4:00 PM,16,40.7,5,186,14.2,79.2,75.9,16,30,53,25.68,0,13,5,19,5.13.16
1025,2112,5:00 PM,17,22,4.2,211,16.1,78.1,77.4,17,30,52,25.67,0,13,5,19,5.13.17
1026,2212,6:00 PM,18,6.3,3,194,13.2,75.9,78.4,20,32,52,25.67,0,13,5,19,5.13.18
1027,2312,7:00 PM,19,1.1,1.8,71,8.3,73,78.7,23,33,51,25.67,0,13,5,19,5.13.19
1028,2412,8:00 PM,20,0,1.4,254,5.4,70,78.6,26,34,51,25.68,0,13,5,19,5.13.20
1029,2512,9:00 PM,21,0,6.1,280,19.2,70.2,78.2,23,30,49,25.69,0,13,5,19,5.13.21
1030,2612,10:00 PM,22,0,11.3,312,20.5,69.7,77.6,22,29,49,25.71,0,13,5,19,5.13.22
1031,2712,11:00 PM,23,0,14.3,319,23.5,68.7,76.9,28,34,50,25.71,0,13,5,19,5.13.23
1032,2812,12:00 AM,0,0,14.1,316,21.5,67.6,76.2,29,34,50,25.7,0,13,5,19,5.13.0
1033,513,1:00 AM,1,0,13.1,314,19.1,66.8,75.6,29,34,49,25.7,0,14,5,19,5.14.1
1034,613,2:00 AM,2,0,13.8,317,21,67.5,75,25,30,48,25.7,0,14,5,19,5.14.2
1035,713,3:00 AM,3,0,11.1,317,17.8,67,74.4,25,30,48,25.7,0,14,5,19,5.14.3
1036,813,4:00 AM,4,0,10.1,314,19,65.4,73.8,29,32,48,25.7,0,14,5,19,5.14.4
1037,913,5:00 AM,5,0.3,8,304,15.1,65.2,73.2,27,30,47,25.71,0,14,5,19,5.14.5
1038,1013,6:00 AM,6,7.7,3.7,273,9.4,66.5,72.7,23,28,47,25.72,0,14,5,19,5.14.6
1039,1113,7:00 AM,7,27.7,1.8,210,5.2,72.9,72,18,26,49,25.74,0,14,5,19,5.14.7
1040,1213,8:00 AM,8,45.7,3.1,223,9.9,73.8,71.6,18,27,50,25.75,0,14,5,19,5.14.8
1041,1313,9:00 AM,9,62.1,3.6,154,12.5,75.7,71.3,14,24,50,25.75,0,14,5,19,5.14.9
1042,1413,10:00 AM,10,74.6,3.2,185,9.5,76.8,71.2,15,25,51,25.76,0,14,5,19,5.14.10
1043,1513,11:00 AM,11,82.3,5.3,213,17.9,77.1,71.4,16,27,51,25.76,0,14,5,19,5.14.11
1044,1613,12:00 PM,12,85.6,5.6,207,20.2,77.6,72.1,15,27,51,25.75,0,14,5,19,5.14.12
1045,1713,1:00 PM,13,83.4,6,185,20.9,78.1,73.3,15,27,52,25.73,0,14,5,19,5.14.13
1046,1813,2:00 PM,14,73.3,6.1,227,18.9,78.7,75,16,28,52,25.71,0,14,5,19,5.14.14
1047,1913,3:00 PM,15,65.9,5.3,215,18.1,80.4,76.8,15,28,53,25.69,0,14,5,19,5.14.15
1048,2013,4:00 PM,16,49,6.2,121,23.4,79.8,78.3,15,27,52,25.68,0,14,5,19,5.14.16
1049,2113,5:00 PM,17,30.2,6.3,162,25.6,79.4,79.7,14,27,52,25.67,0,14,5,19,5.14.17
1050,2213,6:00 PM,18,11.6,3.2,175,13.8,77.4,80.6,16,28,52,25.66,0,14,5,19,5.14.18
1051,2313,7:00 PM,19,1.1,3.4,176,11,74.1,81,19,30,51,25.66,0,14,5,19,5.14.19
1052,2413,8:00 PM,20,0,3.8,254,10.3,72,80.9,21,30,50,25.67,0,14,5,19,5.14.20
1053,2513,9:00 PM,21,0,4.9,283,10.2,70,80.5,22,29,49,25.68,0,14,5,19,5.14.21
1054,2613,10:00 PM,22,0,5.4,286,10.7,69.5,79.9,20,26,48,25.69,0,14,5,19,5.14.22
1055,2713,11:00 PM,23,0,4.4,284,10.1,67.3,79.2,22,27,47,25.68,0,14,5,19,5.14.23
1056,2813,12:00 AM,0,0,6.9,282,10.7,66.5,78.5,24,28,47,25.67,0,14,5,19,5.14.0
1057,514,1:00 AM,1,0,6.4,269,10.8,65.4,77.8,26,30,47,25.66,0,15,5,19,5.15.1
1058,614,2:00 AM,2,0,3.3,261,8.3,64.9,77.1,25,28,47,25.65,0,15,5,19,5.15.2
1059,714,3:00 AM,3,0,1,278,2.5,62.2,76.4,28,28,45,25.64,0,15,5,19,5.15.3
1060,814,4:00 AM,4,0,0.9,284,4.8,63.4,75.8,26,28,46,25.63,0,15,5,19,5.15.4
1061,914,5:00 AM,5,0.3,2,287,5.5,62.7,75.2,26,27,45,25.63,0,15,5,19,5.15.5
1062,1014,6:00 AM,6,5.1,2.4,284,6.3,65.2,74.5,24,27,46,25.63,0,15,5,19,5.15.6
1063,1114,7:00 AM,7,14.4,2.1,98,6.5,68.2,73.9,22,28,48,25.64,0,15,5,19,5.15.7
1064,1214,8:00 AM,8,29.9,2.2,194,7.6,71.1,73.4,20,28,49,25.65,0,15,5,19,5.15.8
1065,1314,9:00 AM,9,49.8,3.5,201,12.9,72.5,73,20,29,50,25.65,0,15,5,19,5.15.9
1066,1414,10:00 AM,10,70.3,3.8,195,15.1,74.5,72.9,19,29,51,25.65,0,15,5,19,5.15.10
1067,1514,11:00 AM,11,78.3,5.3,152,18.1,75.7,73,16,26,50,25.65,0,15,5,19,5.15.11
1068,1614,12:00 PM,12,73.5,6.5,209,25.4,75.6,73.6,16,26,50,25.64,0,15,5,19,5.15.12
1069,1714,1:00 PM,13,55.3,7,188,24.7,75.5,74.6,17,27,51,25.62,0,15,5,19,5.15.13
1070,1814,2:00 PM,14,59.4,7.1,127,28.3,77.3,75.8,12,21,50,25.6,0,15,5,19,5.15.14
1071,1914,3:00 PM,15,56.7,6.4,210,23.3,77.9,76.9,9,13,49,25.59,0,15,5,19,5.15.15
1072,2014,4:00 PM,16,29.7,7.7,221,24.1,75.4,77.9,10,15,48,25.58,0,15,5,19,5.15.16
1073,2114,5:00 PM,17,16.3,6.1,232,19.1,73.3,78.8,11,16,47,25.58,0,15,5,19,5.15.17
1074,2214,6:00 PM,18,8,6.6,225,18.3,70.6,79.3,14,19,47,25.57,0,15,5,19,5.15.18
1075,2314,7:00 PM,19,0.9,4.6,275,13.2,67.9,79.4,16,21,46,25.56,0,15,5,19,5.15.19
1076,2414,8:00 PM,20,0,6.9,290,16.1,66.4,79.2,18,22,45,25.57,0,15,5,19,5.15.20
1077,2514,9:00 PM,21,0,6.7,287,15.1,64.8,78.9,18,21,44,25.58,0,15,5,19,5.15.21
1078,2614,10:00 PM,22,0,6.4,282,15.4,63.9,78.3,15,15,43,25.59,0,15,5,19,5.15.22
1079,2714,11:00 PM,23,0,3.5,287,14.2,61.2,77.7,14,12,41,25.56,0,15,5,19,5.15.23
1080,2814,12:00 AM,0,0,2,285,7.2,62.1,77.1,15,13,42,25.54,0,15,5,19,5.15.0
1081,515,1:00 AM,1,0,3.9,289,11.8,58.5,76.4,19,16,40,25.53,0,16,5,19,5.16.1
1082,615,2:00 AM,2,0,5,278,15.9,61.8,75.6,14,12,41,25.52,0,16,5,19,5.16.2
1083,715,3:00 AM,3,0,1.7,154,10.3,59.9,74.9,18,16,41,25.51,0,16,5,19,5.16.3
1084,815,4:00 AM,4,0,2.1,190,5.7,56.9,74.2,26,22,41,25.5,0,16,5,19,5.16.4
1085,915,5:00 AM,5,0.3,1.3,294,4.3,55.1,73.5,30,24,41,25.5,0,16,5,19,5.16.5
1086,1015,6:00 AM,6,4,0.9,197,3.7,56.1,72.9,30,25,42,25.5,0,16,5,19,5.16.6
1087,1115,7:00 AM,7,13.4,1.7,118,5.5,59.5,72.2,27,26,43,25.51,0,16,5,19,5.16.7
1088,1215,8:00 AM,8,40.9,7.2,265,19.1,63.2,71.6,28,29,46,25.52,0,16,5,19,5.16.8
1089,1315,9:00 AM,9,63.1,7.4,249,18.6,63.9,71.3,32,33,48,25.52,0,16,5,19,5.16.9
1090,1415,10:00 AM,10,74.8,7.7,247,16.7,64.6,71.1,32,34,48,25.52,0,16,5,19,5.16.10
1091,1515,11:00 AM,11,67.2,6.4,262,17.9,65.2,71.2,35,37,50,25.52,0,16,5,19,5.16.11
1092,1615,12:00 PM,12,62,6.3,246,18.3,65.3,71.8,36,38,50,25.52,0,16,5,19,5.16.12
1093,1715,1:00 PM,13,75.8,9.7,253,22.7,65,72.6,37,38,50,25.51,0,16,5,19,5.16.13
1094,1815,2:00 PM,14,31.6,9.2,247,27.3,63.3,73.8,37,36,49,25.51,0,16,5,19,5.16.14
1095,1915,3:00 PM,15,48.3,11,248,27.1,64,74.9,28,30,47,25.5,0,16,5,19,5.16.15
1096,2015,4:00 PM,16,35.5,14.3,277,26.6,62.5,75.7,24,26,45,25.5,0,16,5,19,5.16.16
1097,2115,5:00 PM,17,31.9,15,274,30.5,60.5,76.3,16,14,41,25.49,0,16,5,19,5.16.17
1098,2215,6:00 PM,18,12.4,11.2,276,23.2,58,76.7,23,20,41,25.5,0,16,5,19,5.16.18
1099,2315,7:00 PM,19,0.8,19.1,301,31.7,53.8,76.8,39,29,42,25.51,0,16,5,19,5.16.19
1100,2415,8:00 PM,20,0,24.9,306,38.7,51.5,76.5,44,30,41,25.51,0,16,5,19,5.16.20
1101,2515,9:00 PM,21,0,24.8,302,40.8,48.9,76,50,31,40,25.53,0,16,5,19,5.16.21
1102,2615,10:00 PM,22,0,25.7,294,45.8,48,75.4,50,30,40,25.53,0,16,5,19,5.16.22
1103,2715,11:00 PM,23,0,29,306,52.6,47.3,74.6,48,29,39,25.52,0,16,5,19,5.16.23
1104,2815,12:00 AM,0,0,32.9,315,52.8,46.6,73.8,54,31,39,25.5,0,16,5,19,5.16.0
1105,516,1:00 AM,1,0,27.9,324,52.8,45.8,73,57,31,39,25.51,0,17,5,19,5.17.1
1106,616,2:00 AM,2,0,25.7,323,40.3,44.6,72.3,62,32,39,25.51,0,17,5,19,5.17.2
1107,716,3:00 AM,3,0,23.2,316,39.2,43.7,71.5,65,33,38,25.53,0,17,5,19,5.17.3
1108,816,4:00 AM,4,0,22.4,322,38.1,43,70.8,69,33,38,25.54,0,17,5,19,5.17.4
